output_speed_rpm,output_speed_rad_s,peak_envelope_nm,gp_mean_unconstrained_nm,gp_std_nm,gp_lower95_nm,gp_upper95_nm,point_source
158.5,16.5980811864661,69.2445921589697,69.2445921589697,0.14531722283828,68.9597704022067,69.5294139157327,Constrained GP mean
159,16.6504410640259,68.519499444977,68.519499444977,0.144975519284994,68.2353474271785,68.8036514627756,Constrained GP mean
159.395465994962,16.6918541661765,67.946071674235,67.946071674235,0.144663261723837,67.6625316812563,68.2296116672137,Constrained GP mean
159.5,16.7028009415857,67.7945037924238,67.7945037924238,0.144647254293546,67.5109951740085,68.0780124108392,Constrained GP mean
160,16.7551608191456,67.069553575578,67.069553575578,0.144802169831943,66.7857413227074,67.3533658284486,Constrained GP mean
160.5,16.8075206967054,66.3445953259106,66.3445953259106,0.144752063930505,66.0608812806068,66.6283093712144,Constrained GP mean
161,16.8598805742652,65.6195753161734,65.6195753161734,0.144404307442036,65.336542873587,65.9026077587598,Constrained GP mean
161.209068010076,16.8817741250837,65.3163871892629,65.3163871892629,0.144336115233037,65.0334884034061,65.5992859751196,Constrained GP mean
161.5,16.9122404518251,64.8944397223462,64.8944397223462,0.144457205487632,64.6113035995904,65.1775758451019,Constrained GP mean
162,16.9646003293849,64.1691328659673,64.1691328659673,0.144790059258409,63.8853443498208,64.4529213821138,Constrained GP mean
162.5,17.0169602069447,63.4435976030604,63.4435976030604,0.144774709140274,63.1598391731455,63.7273560329753,Constrained GP mean
163,17.0693200845045,62.7177767304403,62.7177767304403,0.144656762150568,62.4342494766252,63.0013039842554,Constrained GP mean
163.022670025189,17.0716940839909,62.6848602844366,62.6848602844366,0.144663260516738,62.4013202938238,62.9684002750494,Constrained GP mean
163.5,17.1216799620644,61.991612463372,61.991612463372,0.145056067706434,61.7073025706674,62.2759223560766,Constrained GP mean
164,17.1740398396242,61.2650442437211,61.2650442437211,0.145321685963086,60.9802137392335,61.5498747482088,Constrained GP mean
164.5,17.226399717184,60.5380107464485,60.5380107464485,0.145016811888016,60.253777795148,60.822243697749,Constrained GP mean
164.937027707809,17.2721651517263,59.9021139783412,59.9021139783412,0.144663258907271,59.6185739908829,60.1856539657994,Constrained GP mean
165,17.2787595947439,59.8104506264557,59.8104506264557,0.144649511198601,59.5269375845065,60.093963668405,Constrained GP mean
165.5,17.3311194723037,59.0823013822017,59.0823013822017,0.144788959946385,58.7985150207068,59.3660877436966,Constrained GP mean
166,17.3834793498635,58.3534972918072,58.3534972918072,0.144772633305968,58.0697429305275,58.6372516530869,Constrained GP mean
166.5,17.4358392274234,57.6239720890586,57.6239720890586,0.144429777140419,57.3408897258634,57.9070544522539,Constrained GP mean
166.750629722922,17.4620851106335,57.2579985694823,57.2579985694823,0.144335846850905,56.9751003096546,57.5408968293101,Constrained GP mean
167,17.4881991049832,56.8936593748072,56.8936593748072,0.144428786118123,56.6105789540157,57.1767397955987,Constrained GP mean
167.5,17.540558982543,56.1624899765484,56.1624899765484,0.144771536475049,55.8787377650573,56.4462421880395,Constrained GP mean
168,17.5929188601028,55.430391910548,55.430391910548,0.144788583255723,55.1466062873668,55.7141775337292,Constrained GP mean
168.5,17.6452787376627,54.697293081343,54.697293081343,0.144648417256954,54.4137821835193,54.9808039791666,Constrained GP mean
168.564231738035,17.6520050695406,54.6030404105717,54.6030404105717,0.144662304892961,54.3195022929815,54.8865785281619,Constrained GP mean
169,17.6976386152225,53.9631206123593,53.9631206123593,0.145014749754804,53.6788917028399,54.2473495218787,Constrained GP mean
169.5,17.7499984927823,53.2277970771445,53.2277970771445,0.145321393365744,52.9429671461477,53.5126270081414,Constrained GP mean
170,17.8023583703422,52.4912433723831,52.4912433723831,0.1450581344688,52.2069294288243,52.775557315942,Constrained GP mean
170.478589420655,17.852476137276,51.7850044422242,51.7850044422242,0.144665141367073,51.5014607651447,52.0685481193036,Constrained GP mean
170.5,17.854718247902,51.7533804052105,51.7533804052105,0.144658984302741,51.4698487959771,52.0369120144439,Constrained GP mean
171,17.9070781254618,51.0141274805447,51.0141274805447,0.144775572152691,50.7303673591254,51.297887601964,Constrained GP mean
171.5,17.9594380030216,50.2733983185581,50.2733983185581,0.144786247510527,49.9896172734374,50.5571793636787,Constrained GP mean
172,18.0117978805815,49.5311054125562,49.5311054125562,0.144437158007358,49.2480085828618,49.8142022422506,Constrained GP mean
172.292191435768,18.0423960961832,49.0965633266781,49.0965633266781,0.144296951168068,48.8137413023887,49.3793853509675,Constrained GP mean
172.5,18.0641577581413,48.7871611287489,48.7871611287489,0.144346169423952,48.5042426366779,49.0700796208198,Constrained GP mean
173,18.1165176357011,48.0414735802953,48.0414735802953,0.144628782042077,47.7580011674928,48.3249459930978,Constrained GP mean
173.5,18.168877513261,47.2939455795975,47.2939455795975,0.144583290387135,47.0105623304387,47.5773288287563,Constrained GP mean
174,18.2212373908208,46.5444795905643,46.5444795905643,0.144307580050841,46.2616367336646,46.8273224474639,Constrained GP mean
174.105793450882,18.2323160550904,46.3856447826508,46.3856447826508,0.144296949957904,46.1028227607333,46.6684668045683,Constrained GP mean
174.5,18.2735972683806,45.7929770920837,45.7929770920837,0.144517388839013,45.5097230099592,46.0762311742082,Constrained GP mean
175,18.3259571459405,45.0393318909714,45.0393318909714,0.144818995560675,44.7554866596725,45.3231771222703,Constrained GP mean
175.5,18.3783170235003,44.2834342430638,44.2834342430638,0.144735781991154,43.9997521103612,44.5671163757665,Constrained GP mean
175.919395465995,18.4222360139976,43.6475770115114,43.6475770115114,0.144665141769435,43.3640333336433,43.9311206893795,Constrained GP mean
176,18.4306769010601,43.5251743753561,43.5251743753561,0.144702417355064,43.2415576373401,43.808791113372,Constrained GP mean
176.5,18.4830367786199,42.7644385735964,42.7644385735964,0.145150401528008,42.4799437866015,43.0489333605912,Constrained GP mean
177,18.5353966561798,42.001103311064,42.001103311064,0.145301975882103,41.716311438335,42.2858951837929,Constrained GP mean
177.5,18.5877565337396,41.2350435656959,41.2350435656959,0.144913066169909,40.9510139560029,41.519073175389,Constrained GP mean
177.833753148615,18.622707081733,40.7221157154821,40.7221157154821,0.144662303887038,40.4385775998635,41.0056538311007,Constrained GP mean
178,18.6401164112994,40.4661341870418,40.4661341870418,0.144651286195384,40.1826176660989,40.7496507079848,Constrained GP mean
178.5,18.6924762888593,39.6942429411282,39.6942429411282,0.144817316472154,39.4104010008428,39.9780848814136,Constrained GP mean
179,18.7448361664191,38.9192266032934,38.9192266032934,0.144716115190288,38.6355830175205,39.2028701890664,Constrained GP mean
179.5,18.7971960439789,38.1409409859705,38.1409409859705,0.144371813069608,37.8579722323541,38.4239097395869,Constrained GP mean
179.647355163728,18.8126270406401,37.9109274133324,37.9109274133324,0.144335846245986,37.6280291546903,38.1938256719746,Constrained GP mean
180,18.8495559215388,37.3592405211195,37.3592405211195,0.14450193080385,37.076016736744,37.6424643054951,Constrained GP mean
180.5,18.9019157990986,36.5739656738065,36.5739656738065,0.144811088300531,36.2901359407375,36.8577954068755,Constrained GP mean
181,18.9542756766584,35.7849487857247,35.7849487857247,0.144750830624038,35.5012371577015,36.0686604137478,Constrained GP mean
181.460957178841,19.0025469995473,35.0540828770957,35.0540828770957,0.144663260315554,34.7705428868772,35.3376228673141,Constrained GP mean
181.5,19.0066355542182,34.9920220886666,34.9920220886666,0.144678734305342,34.7084517694282,35.2755924079051,Constrained GP mean
182,19.0589954317781,34.195011823871,34.195011823871,0.145113568329829,33.9105892299445,34.4794344177974,Constrained GP mean
182.5,19.1113553093379,33.3937252665693,33.3937252665693,0.145313446348836,33.1089109117256,33.678539621413,Constrained GP mean
183,19.1637151868977,32.5879659482207,32.5879659482207,0.14495537945258,32.3038534044936,32.8720784919477,Constrained GP mean
183.375314861461,19.2030180672827,31.9800819117049,31.9800819117049,0.144663262729754,31.6965419167546,32.2636219066552,Constrained GP mean
183.5,19.2160750644576,31.7775372894584,31.7775372894584,0.144647866963151,31.4940274702106,32.0610471087061,Constrained GP mean
184,19.2684349420174,30.9622318555516,30.9622318555516,0.144807891510545,30.6784083881909,31.2460553229123,Constrained GP mean
184.5,19.3207948195772,30.1418210607028,30.1418210607028,0.144741097710065,29.858128509191,30.4255136122145,Constrained GP mean
185,19.3731546971371,29.3160738879355,29.3160738879355,0.144392946561082,29.0330637126757,29.5990840631952,Constrained GP mean
185.188916876574,19.3929380261899,29.0026420293053,29.0026420293053,0.144336118055987,28.7197432379156,29.2855408206951,Constrained GP mean
185.5,19.4255145746969,28.4847574610754,28.4847574610754,0.144471515614206,28.2015932904715,28.7679216316792,Constrained GP mean
186,19.4778744522567,27.6476136269487,27.6476136269487,0.144797695718913,27.3638101433397,27.9314171105578,Constrained GP mean
186.5,19.5302343298165,26.8043658614895,26.8043658614895,0.144767151480736,26.5206222445873,27.0881094783918,Constrained GP mean
187,19.5825942073764,25.9547372262879,25.9547372262879,0.144662494811116,25.6711987364581,26.2382757161177,Constrained GP mean
187.002518891688,19.5828579850971,25.9504403601323,25.9504403601323,0.144663308800719,25.6669002748829,26.2339804453818,Constrained GP mean
187.5,19.6349540849362,25.0984375731461,25.0984375731461,0.145075363431786,24.8140898608198,25.3827852854724,Constrained GP mean
188,19.687313962496,24.2351231670134,24.2351231670134,0.145320318300771,23.9502953431439,24.5199509908829,Constrained GP mean
188.5,19.7396738400559,23.3644366536418,23.3644366536418,0.144997286174164,23.0802419727405,23.6486313345432,Constrained GP mean
188.916876574307,19.7833290528324,22.6326053931705,22.6326053931705,0.144663927437801,22.3490640953924,22.9161466909486,Constrained GP mean
189,19.7920337176157,22.4860205539938,22.4860205539938,0.144648520072127,22.2025094546524,22.7695316533352,Constrained GP mean
189.5,19.8443935951755,21.5994738748329,21.5994738748329,0.144796698772827,21.3156723452382,21.8832754044276,Constrained GP mean
190,19.8967534727354,20.7042888936242,20.7042888936242,0.144764531718985,20.4205504114549,20.9880273757934,Constrained GP mean
190.5,19.9491133502952,19.7999417824539,19.7999417824539,0.144418945248335,19.5168806497672,20.0830029151407,Constrained GP mean
190.730478589421,19.9732490117397,19.3798467352413,19.3798467352413,0.144337943484816,19.0969443660111,19.6627491044716,Constrained GP mean
191,20.001473227855,18.8859015386345,18.8859015386345,0.144444325121277,18.6027906613968,19.1690124158722,Constrained GP mean
191.5,20.0538331054148,17.9614987892895,17.9614987892895,0.144782912676479,17.6777242804436,18.2452732981354,Constrained GP mean
192,20.1061929829747,17.0259392103871,17.0259392103871,0.144784308129946,16.7421619664524,17.3097164543218,Constrained GP mean
192.5,20.1585528605345,16.0784239693299,16.0784239693299,0.144656045702921,15.7948981197522,16.3619498189076,Constrained GP mean
192.544080604534,20.1631689706468,15.9942897340333,15.9942897340333,0.14466741247786,15.7107416055767,16.2778378624899,Constrained GP mean
193,20.2109127380943,15.1181278023915,15.1181278023915,0.145046416072031,14.8338368268904,15.4024187778927,Constrained GP mean
193.5,20.2632726156542,14.1440875998554,14.1440875998554,0.145351884808756,13.8591979056302,14.4289772940806,Constrained GP mean
194,20.315632493214,13.1552954277889,13.1552954277889,0.145106732717393,12.8708862316628,13.439704623915,Constrained GP mean
194.458438287154,20.3636400383822,12.2348702301538,12.2348702301538,0.144798105952194,11.9510659424875,12.5186745178201,Constrained GP mean
194.5,20.3679923707738,12.1507433658272,12.1507433658272,0.144795411576639,11.866944359137,12.4345423725174,Constrained GP mean
195,20.4203522483337,11.1295439567511,11.1295439567511,0.145047135607749,10.84525157096,11.4138363425423,Constrained GP mean
195.5,20.4727121258935,10.0911859280159,10.0911859280159,0.145220812717841,9.80655313508896,10.3758187209429,Constrained GP mean
196,20.5250720034533,9.03523120905085,9.03523120905085,0.14509175710404,8.75085136512693,9.31961105297477,Constrained GP mean
196.272040302267,20.5535599972894,8.4531591364336,8.4531591364336,0.145102975420234,8.16875730460994,8.73756096825726,Constrained GP mean
196.5,20.5774318810131,7.96127549057735,7.96127549057735,0.145278992566237,7.67652866514753,8.24602231600717,Constrained GP mean
197,20.629791758573,6.86987991367769,6.86987991367769,0.145777398592767,6.58415621243587,7.15560361491952,Constrained GP mean
197.5,20.6821516361328,5.76268878529268,5.76268878529268,0.145813286878009,5.47689474301178,6.04848282757358,Constrained GP mean
198,20.7345115136926,4.64140382755362,4.64140382755362,0.145554043358924,4.35611790257013,4.92668975253711,Constrained GP mean
198.08564231738,20.7434799561965,4.44805471557893,4.44805471557893,0.145559206029493,4.16275867176113,4.73335075939674,Constrained GP mean
198.5,20.7868713912525,3.50791154972924,3.50791154972924,0.146048366636095,3.2216567511225,3.79416634833599,Constrained GP mean
199,20.8392312688123,2.36534499250278,2.36534499250278,0.147744705858599,2.07576536901993,2.65492461598564,Constrained GP mean
199.5,20.8915911463721,1.21735243366469,1.21735243366469,0.152118347806237,0.919200471964463,1.51550439536491,Constrained GP mean
200,20.943951023932,0,0.0675837642777282,0.162943308137063,0,0.386952648226371,Manufacturer no-load anchor
